"","country","year","ZScore_Index","CLUM_category","MaxMin_Index","NAPercent"
"1130","Morocco",2007,-0.180648603164835,"Services",0.532823994615263,25
"1131","Mozambique",2007,-1.47834351796917,"Services",0.202065445803639,25
"1132","Myanmar",2007,-0.305369411135603,"Services",0.485925496748422,25
"1133","Namibia",2007,-0.854090024777854,"Services",0.434209263386129,0
"1134","Nauru",2007,0.586970941979784,"Services",0.980309760878591,50
"1135","Nepal",2007,-0.905307236322482,"Services",0.3612359321711,25
"1136","Netherlands",2007,0.571468941583857,"Services",0.754200463014616,0
"1137","New Caledonia",2007,-0.170542876039962,"Services",0.593775960023151,0
"1138","New Zealand",2007,0.451157856509119,"Services",0.745474101863215,0
"1139","Nicaragua",2007,-0.200196230050322,"Services",0.522672142149423,25
"1140","Niger",2007,-1.8894893657182,"Services",0.115253164384599,25
"1141","Nigeria",2007,-0.661952489182029,"Services",0.406146695323418,25
"1142","Niue",2007,0.614494357719563,"Services",1,50
"1143","North Macedonia",2007,0.450667022698391,"Services",0.74898255331102,0
"1144","Northern Mariana Islands",2007,0.66308383197254,"Services",0.998410305050841,50
"1145","Norway",2007,0.40074040284831,"Services",0.730080835797166,0
"1146","Oman",2007,-0.141880306265002,"Services",0.603526453470473,0
"1147","Pakistan",2007,-0.446686390488599,"Services",0.469159506868621,25
"1148","Palau",2007,0.384585416879723,"Services",0.73209012714214,0
"1149","Panama",2007,0.00718192018229013,"Services",0.637076632496803,0
"1150","Papua New Guinea",2007,-0.81393532126481,"Services",0.602658833031765,50
"1151","Paraguay",2007,0.308258244948286,"Services",0.64992090070268,25
"1152","Peru",2007,-0.155266764076731,"Services",0.596935692670096,0
"1153","Philippines",2007,0.165592784314116,"Services",0.675226492686243,0
"1154","Poland",2007,0.211247472747216,"Services",0.670177894538659,0
"1155","Portugal",2007,0.46893666263369,"Services",0.750236461703671,0
"1156","Puerto Rico",2007,0.0768545449286901,"Services",0.65488524350106,0
"1157","Qatar",2007,0.300015554407778,"Services",0.711387730287013,0
"1158","Republic of Korea",2007,0.872487042176912,"Services",0.787249729443267,0
"1159","Republic of Moldova",2007,0.434102859202711,"Services",0.744916365767972,0
"1160","Réunion",2007,0.20220293835329,"Services",0.500912759399755,25
"1161","Romania",2007,0.236904819177365,"Services",0.686806454312172,0
"1162","Russian Federation",2007,0.582251160053639,"Services",0.689445498159099,25
"1163","Rwanda",2007,-0.380907030444572,"Services",0.519619537267723,0
"1164","Saint Helena",2007,0.193750696900178,"Services",0.500000139462234,25
"1165","Saint Kitts and Nevis",2007,0.315097940898925,"Services",0.652263720545614,25
"1166","Saint Lucia",2007,0.138300000131469,"Services",0.610825360395524,25
"1167","Saint Vincent and the Grenadines",2007,0.306250926403342,"Services",0.711453585302939,0
"1168","Samoa",2007,0.301962999623867,"Services",0.6470343566052,25
"1169","Sao Tome and Principe",2007,-1.76384037647185,"Services",0.216223241921402,0
"1170","Saudi Arabia",2007,0.453723933255723,"Services",0.74717252872922,0
"1171","Senegal",2007,-0.428663768183461,"Services",0.524536623437026,0
"1172","Serbia",2007,0.383844939615703,"Services",0.667863898763146,25
"1173","Seychelles",2007,0.385581574208321,"Services",0.732317090960457,0
"1174","Sierra Leone",2007,-1.48335152028486,"Services",0.433720382533853,50
"1175","Singapore",2007,0.481785732497062,"Services",0.752803550708468,0
"1176","Sint Maarten (Dutch part)",2007,0.594756340322405,"Services",0.995725736896373,50
"1177","Slovakia",2007,0.241030434647479,"Services",0.695637924662501,0
"1178","Slovenia",2007,0.324355145891436,"Services",0.716076735607498,0
"1179","Solomon Islands",2007,-1.43532174243731,"Services",0.217818324836125,25
"1180","Somalia",2007,-2.09733631087381,"Services",0.305099774949116,50
"1181","South Africa",2007,0.15640576148141,"Services",0.672858452346878,0
"1182","South Sudan",2007,NA,"Services",NA,100
"1183","Spain",2007,0.573656606349711,"Services",0.76154346340511,0
"1184","Sri Lanka",2007,0.174007411901255,"Services",0.676347282647952,0
"1185","State of Palestine",2007,0.389111946427244,"Services",0.733662405514207,0
"1186","Sudan",2007,-1.12763502289652,"Services",0.35840887911057,0
"1187","Suriname",2007,0.0938113251485436,"Services",0.599718874895686,25
"1188","Sweden",2007,0.488444170089751,"Services",0.752342759818141,0
"1189","Switzerland",2007,0.485499437208543,"Services",0.747050052995649,0
"1190","Syrian Arab Republic",2007,0.31295985033626,"Services",0.712779528914993,0
"1191","Tajikistan",2007,0.344163061376757,"Services",0.659887490078636,25
"1192","Thailand",2007,-0.179240076989767,"Services",0.584542099418751,0
"1193","Timor-Leste",2007,-0.822280647039352,"Services",0.431385563033469,0
"1194","Togo",2007,-1.08005585689116,"Services",0.374140638969261,0
"1195","Tonga",2007,0.278172629469053,"Services",0.70376889685254,0
"1196","Trinidad and Tobago",2007,0.451572481599658,"Services",0.749440246570471,0
"1197","Tunisia",2007,0.331594838331731,"Services",0.722871670616289,0
"1198","Turkey",2007,-0.124350505590905,"Services",0.516089428641705,0
"1199","Turkmenistan",2007,0.655534051260957,"Services",0.99634201602131,50
"1200","Turks and Caicos Islands",2007,0.415693515327583,"Services",0.932346938407651,50
"1201","Tuvalu",2007,-0.466808412641594,"Services",0.521093124970277,0
"1202","Uganda",2007,-0.575252492430098,"Services",0.473950138300354,0
"1203","Ukraine",2007,0.404146817540141,"Services",0.669964057308908,25
"1204","United Arab Emirates",2007,0.464881811608946,"Services",0.751115229617902,0
"1205","United Kingdom of Great Britain and Northern Ireland",2007,0.955514722245173,"Services",0.803911190449626,0
"1206","United Republic of Tanzania",2007,-0.741682478983689,"Services",0.432203588504937,0
"1207","United States of America",2007,2.67705432160473,"Services",0.977,0
"1208","Uruguay",2007,0.384969543363768,"Services",0.731840520497606,0
"1209","Uzbekistan",2007,0.366475442578674,"Services",0.665229718572583,25
"1210","Vanuatu",2007,-0.30363600860719,"Services",0.477250720109931,25
"1211","Venezuela (Bolivarian Republic of)",2007,0.241514841508408,"Services",0.695766398751971,0
"1212","Viet Nam",2007,0.16250453562635,"Services",0.611555633727211,25
"1213","Wallis and Futuna Islands",2007,0.0357180924845775,"Services",0.465776778053254,25
"1214","Yemen",2007,-0.491171855115289,"Services",0.453359021534194,25
"1215","Zambia",2007,-0.973687279171573,"Services",0.313903057667031,25
"1216","Zimbabwe",2007,-0.805689700415012,"Services",0.36748710624838,25
"1217","Afghanistan",2011,-0.590913816074435,"Services",0.548430654779035,25
"1218","Albania",2011,0.157017977695221,"Services",0.598713617459558,0
"1219","Algeria",2011,0.311837677812737,"Services",0.65448094053777,50
"1220","American Samoa",2011,0.535436647193017,"Services",0.989762102521085,75
"1221","Andorra",2011,0.429466865103597,"Services",0.743042207856038,25
"1222","Angola",2011,-1.30778142383914,"Services",0.335844666419653,25
"1223","Anguilla",2011,0.301839673575728,"Services",0.65719920610709,50
"1224","Antigua and Barbuda",2011,-0.134726029999219,"Services",0.612776105228724,25
"1225","Argentina",2011,0.445086579384857,"Services",0.661244620324831,50
"1226","Armenia",2011,0.349198164392277,"Services",0.632136398626921,0
"1227","Aruba",2011,0.588087349002477,"Services",0.989762600902697,75
"1228","Australia",2011,0.645716263087065,"Services",0.673074698285581,0
"1229","Austria",2011,0.51544457172321,"Services",0.657504310625399,0
"1230","Azerbaijan",2011,0.404930255139564,"Services",0.638989051705718,0
"1231","Bahamas",2011,0.191369845997063,"Services",0.536094850121064,25
"1232","Bahrain",2011,0.241185822736088,"Services",0.616627871644444,0
"1233","Bangladesh",2011,-0.172039070176126,"Services",0.518419633394337,0
"1234","Barbados",2011,0.00407639107349512,"Services",0.646094602821642,25
"1235","Belarus",2011,0.496507829163656,"Services",0.649948251737738,0
"1236","Belgium",2011,0.575132724317054,"Services",0.666199919984696,0
"1237","Belize",2011,0.195842800322696,"Services",0.630271987672022,50
"1238","Benin",2011,-1.64042315909475,"Services",0.271135224689357,25
"1239","Bermuda",2011,0.638609569570726,"Services",1,75
"1240","Bhutan",2011,-0.112651352622179,"Services",0.61424800609231,25
"1241","Bolivia (Plurinational State of)",2011,-0.793010899546154,"Services",0.389008141472441,0
"1242","Bosnia and Herzegovina",2011,0.222551457049198,"Services",0.604624393243893,0
"1243","Botswana",2011,-0.671345721848194,"Services",0.399545320756288,0
"1244","Brazil",2011,0.650871494781411,"Services",0.63641444139524,0
"1245","British Virgin Islands",2011,0.166759034752982,"Services",0.500047845290833,50
"1246","Brunei Darussalam",2011,0.24982713818655,"Services",0.543827325742284,25
"1247","Bulgaria",2011,0.498241981299271,"Services",0.656438419232669,0
"1248","Burkina Faso",2011,-1.49212903113781,"Services",0.155391887764714,25
"1249","Burundi",2011,-0.809557803931045,"Services",0.29177974742209,25
"1250","Cabo Verde",2011,-0.684301026852689,"Services",0.414546190388982,0
"1251","Cambodia",2011,-0.723170782340011,"Services",0.403775242750368,0
"1252","Cameroon",2011,-0.564326806710286,"Services",0.361150056546305,25
"1253","Canada",2011,1.2793205700737,"Services",0.771516614102439,0
"1254","Cayman Islands",2011,0.460356263565942,"Services",0.750061652992215,25
"1255","Central African Republic",2011,-1.18528972361857,"Services",0.349813129927515,25
"1256","Chad",2011,-2.09892651427128,"Services",0.155041510782289,25
"1257","Channel Islands",2011,0.58596132730646,"Services",1,75
"1258","Chile",2011,0.46730493328409,"Services",0.746934729120252,25
"1259","China",2011,2.40004019876583,"Services",0.810703515110592,0
"1260","China, Hong Kong Special Administrative Region",2011,0.494568423540502,"Services",0.752431120409447,25
"1261","Colombia",2011,-0.00130362498810779,"Services",0.489267797612388,25
"1262","Comoros",2011,-0.00450238758831676,"Services",0.573336356761961,50
"1263","Congo",2011,-0.442641298308689,"Services",0.449083217679912,0
"1264","Cook Islands",2011,-0.098337548079173,"Services",0.548590347644704,50
"1265","Costa Rica",2011,0.0622847433511354,"Services",0.513759869021989,25
"1266","Côte d'Ivoire",2011,-1.21601389857456,"Services",0.412215132452866,25
"1267","Croatia",2011,0.343046614065461,"Services",0.626757682858252,0
"1268","Cuba",2011,0.333016086090237,"Services",0.61514448271013,0
"1269","Curaçao",2011,0.333896757931859,"Services",0.665008478973411,50
"1270","Cyprus",2011,0.183667505315673,"Services",0.603392426172987,0
"1271","Czechia",2011,0.46227234666814,"Services",0.646500102333658,0
"1272","Democratic People's Republic of Korea",2011,-0.617210321090764,"Services",0.657470916666667,75
"1273","Democratic Republic of the Congo",2011,-1.65619720967254,"Services",0.424508702169799,50
"1274","Denmark",2011,0.711689203074152,"Services",0.617094804414356,25
"1275","Djibouti",2011,-1.09891724433295,"Services",0.38679068485516,25
"1276","Dominica",2011,0.203847040963086,"Services",0.635285091655579,50
"1277","Dominican Republic",2011,0.10385614341502,"Services",0.584700260958493,0
"1278","Ecuador",2011,0.00655079285473062,"Services",0.563163476578045,0
"1279","Egypt",2011,0.435034390455601,"Services",0.739900463331053,25
"1280","El Salvador",2011,0.120929456831435,"Services",0.613272102918216,50
"1281","Equatorial Guinea",2011,-0.288543576662373,"Services",0.501696835352495,50
"1282","Eritrea",2011,-1.32358904960118,"Services",0.349941676793062,25
"1283","Estonia",2011,0.437266513869175,"Services",0.647332159989614,0
"1284","Eswatini",2011,-0.375664416365565,"Services",0.417136458185862,0
"1285","Ethiopia",2011,-1.74598307942908,"Services",0.237119544113494,25
"1286","Faroe Islands",2011,0.459966713584762,"Services",0.750026128633778,25
"1287","Fiji",2011,0.209904362022817,"Services",0.631102596461128,50
"1288","Finland",2011,0.666026701110147,"Services",0.682075829338881,0
"1289","France",2011,1.16310547314073,"Services",0.718809969417578,0
"1290","French Guiana",2011,0.58596132730646,"Services",1,75
"1291","French Polynesia",2011,0.1709802605845,"Services",0.610157278041364,50
"1292","Gabon",2011,-0.0260804505380674,"Services",0.572172753719198,50
"1293","Gambia",2011,-0.348568940997958,"Services",0.482420395286095,50
"1294","Georgia",2011,0.36512912840014,"Services",0.635868460338371,0
"1295","Germany",2011,0.955407388708543,"Services",0.700958661680367,0
"1296","Ghana",2011,-0.639335069672406,"Services",0.493034829413015,25
"1297","Gibraltar",2011,0.341782775592147,"Services",0.666715964594965,50
"1298","Greece",2011,0.480449598812651,"Services",0.652413421077819,0
"1299","Greenland",2011,0.0958279418759515,"Services",0.666913962358122,25
"1300","Grenada",2011,-0.0815841790020487,"Services",0.478883597512757,25
"1301","Guadeloupe",2011,0.58596132730646,"Services",1,75
"1302","Guam",2011,0.614994422067148,"Services",0.995214824546177,75
"1303","Guatemala",2011,0.0759499987664984,"Services",0.865683779641638,75
"1304","Guinea",2011,-0.838347251138279,"Services",0.37122940062329,50
"1305","Guinea-Bissau",2011,-1.23153770631512,"Services",0.265219689866134,0
"1306","Guyana",2011,-0.247952350061462,"Services",0.582898173343145,25
"1307","Haiti",2011,-1.24087457009155,"Services",0.352357056478327,50
"1308","Honduras",2011,-0.131123494579589,"Services",0.554866838173128,50
"1309","Hungary",2011,0.321962680495905,"Services",0.618920553920697,0
"1310","Iceland",2011,0.676845327784377,"Services",0.685295610792462,0
"1311","India",2011,-0.352005900222761,"Services",0.360393437181673,25
"1312","Indonesia",2011,0.2089281143242,"Services",0.6849495153685,25
"1313","Iran (Islamic Republic of)",2011,-0.122389509060204,"Services",0.519328797197393,0
"1314","Iraq",2011,0.514190972422858,"Services",0.971143400292334,75
"1315","Ireland",2011,0.579791298870713,"Services",0.668552774912544,0
"1316","Isle of Man",2011,0.691257811834992,"Services",1,100
"1317","Israel",2011,0.427416888713159,"Services",0.644538294334714,0
"1318","Italy",2011,0.618286295027343,"Services",0.663312263508019,0
"1319","Jamaica",2011,0.213711436551295,"Services",0.63213556779263,50
"1320","Japan",2011,1.89036871357727,"Services",0.846061478020394,0
"1321","Jordan",2011,0.279428619156132,"Services",0.70802696622062,25
"1322","Kazakhstan",2011,0.44433838083026,"Services",0.573742236526532,25
"1323","Kenya",2011,-0.452673244563826,"Services",0.44792784985497,0
"1324","Kiribati",2011,-0.756399920850619,"Services",0.331885720339122,25
"1325","Kuwait",2011,0.388798044501775,"Services",0.567947274143817,25
"1326","Kyrgyzstan",2011,0.0441802121875886,"Services",0.563963572613993,0
"1327","Lao People's Democratic Republic",2011,-0.932366426723918,"Services",0.43534761753576,25
"1328","Latvia",2011,0.391445316992976,"Services",0.639617637981549,0
"1329","Lebanon",2011,0.141360531114667,"Services",0.584811146253451,0
"1330","Lesotho",2011,-0.935564067285386,"Services",0.415768135484271,25
"1331","Liberia",2011,-1.69368223744096,"Services",0.239469197892282,25
"1332","Libya",2011,0.0953721257225692,"Services",0.598995918413764,50
"1333","Liechtenstein",2011,0.341893489576698,"Services",0.666726060971454,50
"1334","Lithuania",2011,0.329269828257515,"Services",0.612686877623463,0
"1335","Luxembourg",2011,0.515568807361864,"Services",0.587922068318385,25
"1336","Madagascar",2011,-1.3911374626186,"Services",0.176958987638063,25
"1337","Malawi",2011,-0.614826450271227,"Services",0.473041539405654,25
"1338","Malaysia",2011,0.187642239668704,"Services",0.598571345637627,0
"1339","Maldives",2011,0.280533529053768,"Services",0.709969503875292,25
"1340","Mali",2011,-0.792949518410578,"Services",0.302917279692705,25
"1341","Malta",2011,0.453620370582296,"Services",0.65105780474604,0
"1342","Marshall Islands",2011,-0.072131751740045,"Services",0.618252791844543,50
"1343","Martinique",2011,0.58596132730646,"Services",1,75
"1344","Mauritania",2011,-1.33931097219112,"Services",0.272500325723409,50
"1345","Mauritius",2011,0.2394669849355,"Services",0.61404681370406,0
"1346","Mayotte",2011,0.58596132730646,"Services",1,75
"1347","Mexico",2011,0.537392274787709,"Services",0.637065987685029,0
"1348","Micronesia",2011,-0.518266010811133,"Services",0.776248632239129,75
"1349","Mongolia",2011,-0.419055677204871,"Services",0.453978700685605,0
"1350","Montenegro",2011,0.221022509571551,"Services",0.540957514270261,25
"1351","Montserrat",2011,-0.25344945676957,"Services",3.93195103410312e-06,75
"1352","Morocco",2011,0.0538598488993757,"Services",0.657815169663302,25
"1353","Mozambique",2011,-1.30227897705339,"Services",0.195363174902355,25
"1354","Myanmar",2011,-0.465296556209242,"Services",0.384810430082476,25
"1355","Namibia",2011,-1.32050537114455,"Services",0.342894548671517,25
"1356","Nauru",2011,0.444776987883172,"Services",0.780014575258103,25
"1357","Nepal",2011,-0.677796994160593,"Services",0.437701691351,50
"1358","Netherlands",2011,0.357100667558929,"Services",0.629238083850934,0
"1359","New Caledonia",2011,0.343291044036815,"Services",0.666853508610973,50
"1360","New Zealand",2011,0.615804077293714,"Services",0.674571007036973,0
"1361","Nicaragua",2011,-0.326318675540015,"Services",0.421563265232888,25
"1362","Niger",2011,-1.50340140534939,"Services",0.29800614679879,25
"1363","Nigeria",2011,-0.863335973237608,"Services",0.492017359238058,25
"1364","Niue",2011,0.0249904660823032,"Services",0.832633333333333,75
"1365","North Macedonia",2011,0.251674319170697,"Services",0.544804222128745,25
"1366","Northern Mariana Islands",2011,0.631577378495936,"Services",0.998575055772462,75
"1367","Norway",2011,0.782820825920229,"Services",0.702079003011624,0
"1368","Oman",2011,0.12791836701945,"Services",0.586529883237049,0
"1369","Pakistan",2011,-0.505988092409146,"Services",0.384504494854706,25
"1370","Palau",2011,0.420116041596353,"Services",0.740181813958863,25
"1371","Panama",2011,0.0705651112020036,"Services",0.572997103951831,0
"1372","Papua New Guinea",2011,-0.616817996821324,"Services",0.423007588114357,50
"1373","Paraguay",2011,0.304741813408237,"Services",0.656939411864662,50
"1374","Peru",2011,-0.127982847224432,"Services",0.60968113641609,25
"1375","Philippines",2011,-0.0756200746924374,"Services",0.539165948321405,0
"1376","Poland",2011,0.396081731968942,"Services",0.630878861477049,0
"1377","Portugal",2011,0.41158872194068,"Services",0.637460532362453,0
"1378","Puerto Rico",2011,0.367986538460191,"Services",0.669105572885266,50
"1379","Qatar",2011,0.451653280295918,"Services",0.747767092518808,25
"1380","Republic of Korea",2011,0.597518187738794,"Services",0.656223146199134,0
"1381","Republic of Moldova",2011,0.380149606818121,"Services",0.638072535938086,0
"1382","Réunion",2011,0.58596132730646,"Services",1,75
"1383","Romania",2011,0.424313813615051,"Services",0.641737243929963,0
"1384","Russian Federation",2011,0.726536522458487,"Services",0.600397293038073,25
"1385","Rwanda",2011,-0.316874538869016,"Services",0.542613871502344,25
"1386","Saint Helena",2011,0.166291793951888,"Services",0.500005236048127,50
"1387","Saint Kitts and Nevis",2011,0.331442414032846,"Services",0.66461365469006,50
"1388","Saint Lucia",2011,-0.743811790999652,"Services",0.474719947579732,25
"1389","Saint Vincent and the Grenadines",2011,-0.197289325180506,"Services",0.599088589682913,25
"1390","Samoa",2011,0.584596620708326,"Services",0.985422030711212,75
"1391","Sao Tome and Principe",2011,-1.32314548319246,"Services",0.351449526318624,25
"1392","Saudi Arabia",2011,0.407257534356983,"Services",0.639970917592997,0
"1393","Senegal",2011,-0.312427213105187,"Services",0.564006137380273,25
"1394","Serbia",2011,0.25710396124623,"Services",0.610975287599735,0
"1395","Seychelles",2011,0.110275924021973,"Services",0.59077013957594,0
"1396","Sierra Leone",2011,-1.40387291242484,"Services",0.302801209899082,50
"1397","Singapore",2011,0.349603643336306,"Services",0.632595948380064,0
"1398","Sint Maarten (Dutch part)",2011,0.632016582994961,"Services",0.998664052488982,75
"1399","Slovakia",2011,0.72850134964919,"Services",0.685673064092772,0
"1400","Slovenia",2011,0.421895224764355,"Services",0.642721814607349,0
"1401","Solomon Islands",2011,-1.22708679913633,"Services",0.220157720941295,25
"1402","Somalia",2011,-1.48868967901653,"Services",0.290211811273285,25
"1403","South Africa",2011,0.105693673914295,"Services",0.576292268544076,0
"1404","South Sudan",2011,-2.26543570902452,"Services",0.0593269183917826,50
"1405","Spain",2011,0.553624071116222,"Services",0.654589753776137,0
"1406","Sri Lanka",2011,0.331932707655912,"Services",0.715760436327422,25
"1407","State of Palestine",2011,-0.641022618267381,"Services",0.498046272629921,25
"1408","Sudan",2011,-1.01192796007621,"Services",0.404586231377304,25
"1409","Suriname",2011,0.251342138523164,"Services",0.701304932509621,25
"1410","Sweden",2011,0.643481380400933,"Services",0.678555085022981,0
"1411","Switzerland",2011,0.756283217630806,"Services",0.695661329930092,0
"1412","Syrian Arab Republic",2011,-0.155903329955425,"Services",0.606111980877048,25
"1413","Tajikistan",2011,0.23552395430868,"Services",0.542342512071585,25
"1414","Thailand",2011,0.589777088229822,"Services",0.760473464599187,25
"1415","Timor-Leste",2011,-0.781512735458184,"Services",0.320940499028059,25
"1416","Togo",2011,-1.39773932479574,"Services",0.324596229814407,25
"1417","Tonga",2011,0.25931080061655,"Services",0.644372637188681,50
"1418","Trinidad and Tobago",2011,0.160498438969399,"Services",0.53125766808113,25
"1419","Tunisia",2011,0.299750760389639,"Services",0.713590258941575,25
"1420","Turkey",2011,0.273695465653004,"Services",0.539835321491788,25
"1421","Turkmenistan",2011,0.204798715024585,"Services",0.538447622326563,25
"1422","Turks and Caicos Islands",2011,0.574565472250094,"Services",0.987022641191867,75
"1423","Tuvalu",2011,0.165254522745555,"Services",0.628640999439952,50
"1424","Uganda",2011,-0.669034955958321,"Services",0.464776413217224,25
"1425","Ukraine",2011,0.118547123279082,"Services",0.561896593501176,0
"1426","United Arab Emirates",2011,0.316265999614343,"Services",0.62832021910502,0
"1427","United Kingdom of Great Britain and Northern Ireland",2011,0.774708412508532,"Services",0.682233498939549,0
"1428","United Republic of Tanzania",2011,-0.602693107852915,"Services",0.478932544463028,25
"1429","United States of America",2011,1.57691725840249,"Services",0.737365331500442,0
"1430","Uruguay",2011,0.432325810729686,"Services",0.741107842235953,25
"1431","Uzbekistan",2011,0.467490410592309,"Services",0.579918188357751,25
"1432","Vanuatu",2011,-0.503361802320546,"Services",0.509943620256806,25
"1433","Venezuela (Bolivarian Republic of)",2011,0.216557812229554,"Services",0.633547372652702,50
"1434","Viet Nam",2011,0.364297127062416,"Services",0.650147101147273,50
"1435","Wallis and Futuna Islands",2011,0.0664397741668769,"Services",0.479769409443157,50
"1436","Yemen",2011,-0.434609345828567,"Services",0.485657687636666,50
"1437","Zambia",2011,-1.00214880625743,"Services",0.259041125214244,25
"1438","Zimbabwe",2011,-0.880970066948885,"Services",0.290830377309983,25
"1439","Afghanistan",2004,0.325722038939643,"Personal Transportation",0.655246252676659,NA
"1440","Albania",2004,0.406361671449715,"Personal Transportation",0.670235546038544,NA
"1441","Algeria",2004,-0.607393708676895,"Personal Transportation",0.481798715203426,NA
"1442","Andorra",2004,2.03067426915258,"Personal Transportation",0.972162740899358,NA
"1443","Angola",2004,-0.630433603679772,"Personal Transportation",0.477516059957173,NA
"1444","Antigua and Barbuda",2004,1.18971810154755,"Personal Transportation",0.815845824411135,NA
"1445","Argentina",2004,0.993878994023091,"Personal Transportation",0.779443254817987,NA
"1446","Armenia",2004,-0.0429162811063963,"Personal Transportation",0.586723768736617,NA
"1447","Australia",2004,1.28187768155906,"Personal Transportation",0.832976445396146,NA
"1448","Austria",2004,0.947799204017335,"Personal Transportation",0.770877944325482,NA
"1449","Azerbaijan",2004,0.993878994023091,"Personal Transportation",0.779443254817987,NA
"1450","Bahamas",2004,0.36028188144396,"Personal Transportation",0.661670235546039,NA
"1451","Bahrain",2004,0.36028188144396,"Personal Transportation",0.661670235546039,NA
"1452","Bangladesh",2004,0.521561146464102,"Personal Transportation",0.691648822269807,NA
"1453","Barbados",2004,0.233562458928134,"Personal Transportation",0.638115631691649,NA
"1454","Belarus",2004,-0.480674286161069,"Personal Transportation",0.505353319057816,NA
"1455","Belgium",2004,0.867159571507265,"Personal Transportation",0.755888650963597,NA
"1456","Belize",2004,-0.595873761175456,"Personal Transportation",0.483940042826552,NA
"1457","Benin",2004,-1.18339108374883,"Personal Transportation",0.374732334047109,NA
"1458","Bhutan",2004,0.222042511426695,"Personal Transportation",0.635974304068523,NA
"1459","Bolivia (Plurinational State of)",2004,0.279642248933889,"Personal Transportation",0.646680942184154,NA
"1460","Bosnia and Herzegovina",2004,0.0492432989051138,"Personal Transportation",0.603854389721627,NA
"1461","Botswana",2004,-1.12579134624164,"Personal Transportation",0.385438972162741,NA
"1462","Brazil",2004,-0.0429162811063963,"Personal Transportation",0.586723768736617,NA
"1463","Brunei Darussalam",2004,0.717400253988561,"Personal Transportation",0.728051391862955,NA
"1464","Bulgaria",2004,0.774999991495754,"Personal Transportation",0.738758029978587,NA
"1465","Burkina Faso",2004,-1.31011050626466,"Personal Transportation",0.35117773019272,NA
"1466","Burundi",2004,-1.3216304537661,"Personal Transportation",0.349036402569593,NA
"1467","Cabo Verde",2004,-0.906912343714302,"Personal Transportation",0.426124197002141,NA
"1468","Cambodia",2004,0.106843036412307,"Personal Transportation",0.614561027837259,NA
"1469","Cameroon",2004,-1.09123150373732,"Personal Transportation",0.39186295503212,NA
"1470","Canada",2004,1.15515825904323,"Personal Transportation",0.809421841541756,NA
"1471","Central African Republic",2004,-1.40227008627617,"Personal Transportation",0.334047109207709,NA
"1472","Chad",2004,-0.699553288688405,"Personal Transportation",0.464668094218415,NA
"1473","Chile",2004,0.210522563925256,"Personal Transportation",0.633832976445396,NA
"1474","China",2004,-0.204195546126539,"Personal Transportation",0.556745182012848,NA
"1475","Colombia",2004,0.187482668922379,"Personal Transportation",0.629550321199143,NA
"1476","Comoros",2004,-1.01059187122725,"Personal Transportation",0.406852248394004,NA
"1477","Congo",2004,-0.987551976224373,"Personal Transportation",0.411134903640257,NA
"1478","Cook Islands",2004,-0.837792658705669,"Personal Transportation",0.438972162740899,NA
"1479","Costa Rica",2004,0.417881618951153,"Personal Transportation",0.67237687366167,NA
"1480","Côte d'Ivoire",2004,-0.814752763702792,"Personal Transportation",0.443254817987152,NA
"1481","Croatia",2004,0.556120988968418,"Personal Transportation",0.698072805139186,NA
"1482","Cuba",2004,0.901719414011581,"Personal Transportation",0.762312633832976,NA
"1483","Cyprus",2004,0.533081093965541,"Personal Transportation",0.693790149892934,NA
"1484","Czechia",2004,0.625240673977051,"Personal Transportation",0.710920770877944,NA
"1485","Democratic People's Republic of Korea",2004,-0.123555913616467,"Personal Transportation",0.571734475374732,NA
"1486","Democratic Republic of the Congo",2004,-1.73634856381789,"Personal Transportation",0.271948608137045,NA
"1487","Denmark",2004,1.39707715657345,"Personal Transportation",0.854389721627409,NA
"1488","Djibouti",2004,-1.05667166123301,"Personal Transportation",0.398286937901499,NA
"1489","Dominica",2004,0.544601041466979,"Personal Transportation",0.69593147751606,NA
"1490","Dominican Republic",2004,-1.89762782883803,"Personal Transportation",0.241970021413276,NA
"1491","Ecuador",2004,0.63676062147849,"Personal Transportation",0.713062098501071,NA
"1492","Egypt",2004,0.878679519008704,"Personal Transportation",0.758029978586724,NA
"1493","El Salvador",2004,-1.90914777633947,"Personal Transportation",0.23982869379015,NA
"1494","Equatorial Guinea",2004,-0.158115756120784,"Personal Transportation",0.565310492505353,NA
"1495","Eritrea",2004,-0.768672973697037,"Personal Transportation",0.451820128479657,NA
"1496","Estonia",2004,0.567640936469857,"Personal Transportation",0.700214132762313,NA
"1497","Eswatini",2004,-0.65347349868265,"Personal Transportation",0.473233404710921,NA
"1498","Ethiopia",2004,-0.411554601152436,"Personal Transportation",0.518201284796574,NA
"1499","Fiji",2004,1.05147873153028,"Personal Transportation",0.790149892933619,NA
"1500","Finland",2004,1.30491757656194,"Personal Transportation",0.837259100642398,NA
"1501","France",2004,1.15515825904323,"Personal Transportation",0.809421841541756,NA
"1502","Gabon",2004,-0.526754076166823,"Personal Transportation",0.496788008565311,NA
"1503","Gambia",2004,-1.27555066376034,"Personal Transportation",0.357601713062099,NA
"1504","Georgia",2004,0.556120988968418,"Personal Transportation",0.698072805139186,NA
"1505","Germany",2004,1.33947741906625,"Personal Transportation",0.843683083511777,NA
"1506","Ghana",2004,-1.04515171373157,"Personal Transportation",0.400428265524625,NA
"1507","Greece",2004,0.129882931415185,"Personal Transportation",0.618843683083512,NA
